0.24,0.48,0.50,0
0.57,0.48,0.50,1
0.27,0.48,0.50,0
0.69,0.48,0.50,1
0.36,0.48,0.50,0
0.73,0.48,0.50,1
0.36,0.48,0.50,1
0.48,0.48,0.50,1
0.82,0.48,0.50,1
0.26,0.48,0.50,0
0.78,0.48,0.50,1
0.61,1.00,0.50,1
0.32,0.48,0.50,0
0.75,0.48,0.50,1
0.55,0.48,0.50,0
0.61,0.48,0.50,1
0.42,0.48,0.50,0
0.33,0.48,0.50,0
0.53,0.48,0.50,1
0.59,0.48,0.50,1
0.50,1.00,0.50,1
0.49,0.48,0.50,1
0.57,0.48,0.50,1
0.60,0.48,0.50,1
0.42,0.48,0.50,1
0.86,0.48,0.50,1
0.41,0.48,0.50,0
0.51,0.48,0.50,0
0.49,0.48,0.50,1
0.67,0.48,0.50,1
0.47,0.48,0.50,1
0.56,0.48,0.50,1
0.30,0.48,0.50,0
0.86,0.48,0.50,1
0.40,0.48,0.50,1
0.33,0.48,0.50,0
0.35,0.48,0.50,0
0.45,0.48,0.50,0
0.43,0.48,0.50,1
0.47,0.48,0.50,0
0.58,0.48,0.50,1
0.81,0.48,0.50,1
0.39,0.48,0.50,1
0.46,0.48,0.50,0
0.76,0.48,0.50,1
0.83,0.48,0.50,1
0.44,0.48,0.50,1
0.51,0.48,0.50,0
0.49,0.48,0.50,1
0.90,0.48,0.50,1
0.49,0.48,0.50,1
0.39,1.00,0.50,1
0.26,0.48,0.50,1
0.47,0.48,0.50,0
0.44,0.48,0.50,0
0.37,0.48,0.50,0
0.59,0.48,0.50,1
0.44,0.48,0.50,0
0.65,0.48,0.50,1
0.45,0.48,0.50,0
0.55,0.48,0.50,1
0.52,0.48,0.50,1
0.57,0.48,0.50,1
0.51,0.48,0.50,1
0.47,0.48,0.50,0
0.29,0.48,0.50,1
0.44,0.48,0.50,0
