0.81,0.48,0.50,1
0.46,0.48,0.50,0
0.51,0.48,0.50,0
0.40,0.48,0.50,0
0.81,0.48,0.50,1
0.49,0.48,0.50,1
0.49,0.48,0.50,1
0.39,0.48,0.50,0
0.76,0.48,0.50,1
0.56,0.48,0.50,1
0.51,0.48,0.50,1
0.51,0.48,0.50,0
0.57,0.48,0.50,1
0.39,1.00,0.50,1
0.37,0.48,0.50,1
0.58,0.48,0.50,0
0.50,0.48,0.50,1
0.37,0.48,0.50,0
0.40,0.48,0.50,0
0.67,0.48,0.50,1
0.86,0.48,0.50,1
0.51,0.48,0.50,1
0.29,0.48,0.50,1
0.46,1.00,0.50,1
0.41,0.48,0.50,1
0.67,0.48,0.50,1
0.61,0.48,0.50,1
0.42,0.48,0.50,0
0.51,0.48,0.50,0
0.44,0.48,0.50,1
0.51,0.48,0.50,1
0.69,0.48,0.50,1
0.80,0.48,0.50,1
0.57,0.48,0.50,1
0.40,0.48,0.50,1
0.66,0.48,0.50,1
0.41,0.48,0.50,0
0.61,0.48,0.50,1
0.24,0.48,0.50,0
0.45,0.48,0.50,0
0.35,0.48,0.50,0
0.53,0.48,0.50,1
0.35,0.48,0.50,0
0.33,0.48,0.50,0
0.47,0.48,0.50,0
0.33,0.48,0.50,0
0.71,0.48,0.50,1
0.71,0.48,0.50,1
0.73,0.48,0.50,1
0.27,0.48,0.50,0
0.31,0.48,0.50,0
0.38,0.48,0.50,0
0.53,0.48,0.50,1
0.47,0.48,0.50,0
0.81,0.48,0.50,1
0.32,0.48,0.50,0
0.42,0.48,0.50,0
0.51,0.48,0.50,1
0.59,0.48,0.50,1
0.45,0.48,0.50,0
0.42,0.48,0.50,1
0.78,0.48,0.50,1
0.16,0.48,0.50,0
0.35,0.48,0.50,1
0.61,1.00,0.50,1
0.44,0.48,0.50,0
0.86,0.48,0.50,1
