FEPD_ECOLI,0.50,0.55,0.78,0.74,1
ARAE_ECOLI,0.50,0.59,0.88,0.89,1
EMRA_ECOLI,0.50,0.49,0.92,0.37,1
DDLA_ECOLI,0.50,0.47,0.31,0.41,0
AMPE_ECOLI,0.50,0.51,0.82,0.84,1
MASY_ECOLI,0.50,0.46,0.24,0.35,0
DPPC_ECOLI,0.50,0.51,0.90,0.88,1
LON_ECOLI,0.50,0.30,0.33,0.43,0
METX_ECOLI,0.50,0.43,0.26,0.36,0
DAPD_ECOLI,0.50,0.50,0.32,0.41,0
KDSA_ECOLI,0.50,0.35,0.36,0.45,0
MALZ_ECOLI,0.50,0.48,0.47,0.54,0
PTNA_ECOLI,0.50,0.30,0.34,0.43,0
GCVA_ECOLI,0.50,0.45,0.39,0.47,0
UGPQ_ECOLI,0.50,0.36,0.26,0.37,0
CYPB_ECOLI,0.50,0.56,0.11,0.23,0
CYSP_ECOLI,0.50,0.51,0.37,0.38,1
OPPA_ECOLI,0.50,0.46,0.57,0.26,1
BGLX_ECOLI,0.50,0.47,0.47,0.51,1
RHAT_ECOLI,0.50,0.56,0.71,0.74,1
PROP_ECOLI,0.50,0.53,0.75,0.78,1
TSX_ECOLI,0.50,0.84,0.45,0.27,1
CIRA_ECOLI,0.50,0.66,0.54,0.33,1
FHUA_ECOLI,0.50,0.65,0.41,0.28,1
MURF_ECOLI,0.50,0.56,0.40,0.48,0
PPB_ECOLI,0.50,0.49,0.40,0.34,1
SYP_ECOLI,0.50,0.44,0.37,0.46,0
PTHP_ECOLI,0.50,0.36,0.21,0.32,0
PROB_ECOLI,0.50,0.52,0.49,0.56,0
MCP1_ECOLI,0.50,0.59,0.89,0.90,1
FHUE_ECOLI,0.50,0.77,0.59,0.52,1
ACEK_ECOLI,0.50,0.49,0.37,0.46,0
FECR_ECOLI,0.50,0.53,0.28,0.38,1
GLPT_ECOLI,0.50,0.57,0.84,0.85,1
NRFA_ECOLI,0.50,0.30,0.39,0.24,1
OMPT_ECOLI,0.50,0.79,0.45,0.28,1
SOXS_ECOLI,0.50,0.60,0.06,0.20,0
FIMC_ECOLI,0.50,0.49,0.70,0.20,1
C562_ECOLI,0.50,0.17,0.55,0.21,1
POTF_ECOLI,0.50,0.41,0.50,0.35,1
RND_ECOLI,0.50,0.39,0.38,0.40,0
TONB_ECOLI,0.50,0.06,0.49,0.33,1
LPLA_ECOLI,0.50,0.54,0.34,0.43,0
RNE_ECOLI,0.50,0.33,0.45,0.52,0
G3P2_ECOLI,0.50,0.52,0.32,0.41,0
CAFA_ECOLI,0.50,0.46,0.24,0.35,0
ATKB_ECOLI,0.50,0.48,0.86,0.87,1
SYM_ECOLI,0.50,0.49,0.35,0.44,0
SYL_ECOLI,0.50,0.41,0.29,0.39,0
HEM6_ECOLI,0.50,0.58,0.15,0.27,0
FTSQ_ECOLI,0.50,0.41,0.67,0.21,1
MTR_ECOLI,0.50,0.66,0.65,0.69,1
BTUB_ECOLI,0.50,0.77,0.36,0.45,1
FTSL_ECOLI,0.50,0.38,0.79,0.17,1
ACKA_ECOLI,0.50,0.52,0.45,0.36,0
ATKC_ECOLI,0.50,0.53,0.52,0.35,1
PGK_ECOLI,0.50,0.41,0.35,0.44,0
EFTS_ECOLI,0.50,0.31,0.19,0.31,0
MULI_ECOLI,0.50,0.37,0.54,0.01,1
PTCC_ECOLI,0.50,0.71,0.61,0.66,1
NHAA_ECOLI,0.50,0.51,0.72,0.76,1
DGAL_ECOLI,0.50,0.35,0.51,0.49,1
DHSC_ECOLI,0.50,0.60,0.78,0.80,1
SYW_ECOLI,0.50,0.38,0.34,0.43,0
PTCB_ECOLI,0.50,0.16,0.29,0.39,0
UVRB_ECOLI,0.50,0.42,0.29,0.39,0
PMBA_ECOLI,0.50,0.58,0.31,0.41,0
