25.75,u,v,t,t,05,00312,1
54.33,u,h,t,t,11,00000,1
19.42,u,h,t,t,07,00080,1
47.75,u,v,t,t,06,00000,1
22.50,y,v,f,f,0,00164,1
26.17,u,bb,t,f,0,00000,1
35.00,u,h,f,f,0,00000,0
34.17,u,bb,f,f,0,00232,0
59.67,u,v,t,f,0,00260,1
21.92,u,v,f,f,0,00360,0
20.67,u,v,f,f,0,00000,0
23.08,u,v,t,t,11,00060,1
65.17,u,ff,t,t,11,00000,1
18.83,u,v,f,f,0,00160,0
32.33,u,v,f,f,0,00232,0
22.17,u,v,f,t,02,00180,0
22.50,y,v,f,f,0,00200,0
48.25,u,v,t,t,03,00120,1
31.25,u,ff,f,t,05,00176,0
33.58,y,v,f,f,0,00180,0
23.25,u,v,f,t,02,00000,0
49.58,u,ff,t,t,01,00094,0
29.25,u,h,f,f,0,00228,0
16.17,u,v,f,f,0,00000,1
22.67,u,j,f,f,0,00000,1
26.75,u,v,f,f,0,00080,0
23.00,u,j,f,t,01,00200,0
13.75,y,v,t,t,02,00120,1
54.83,u,z,t,t,20,00152,0
33.08,u,v,f,f,0,00000,0
22.67,u,v,f,f,0,00160,0
68.67,u,z,t,t,14,00000,1
44.25,u,v,t,f,0,00400,0
21.17,y,h,f,f,0,00280,0
20.75,u,h,t,t,01,00080,1
26.67,y,v,t,t,05,00160,1
18.92,y,v,t,t,04,00080,1
48.17,u,h,t,t,12,00000,1
54.58,u,ff,t,t,11,00030,1
76.75,u,z,t,t,01,00000,1
52.42,u,v,f,f,0,00000,0
16.00,u,v,f,t,01,00000,0
38.25,u,v,t,f,0,00000,1
25.17,u,v,f,t,01,00000,0
27.58,y,v,t,t,03,00370,1
26.17,u,v,f,f,0,00100,0
36.67,u,v,f,f,0,00221,0
57.58,u,ff,f,t,01,00000,0
47.33,u,v,f,f,0,00000,0
21.00,y,v,t,t,01,00080,1
19.75,u,v,t,t,05,00140,0
38.33,u,v,f,f,0,00160,0
18.25,u,v,f,f,0,00280,0
27.25,u,v,t,f,0,00200,0
57.08,u,v,t,t,07,00000,1
21.17,u,v,f,f,0,00000,0
52.33,y,h,t,f,0,00200,0
22.67,u,v,f,t,02,00200,0
30.67,u,v,t,t,01,00220,1
31.42,u,v,t,f,0,00120,0
26.33,u,dd,f,f,0,00140,0
22.83,u,h,t,t,07,00140,1
34.50,y,bb,t,t,07,00195,1
20.17,u,v,t,t,14,00060,1
49.83,u,h,t,f,0,00000,1
73.42,u,ff,t,f,0,00000,1
48.33,u,v,t,f,0,00110,1
25.42,u,v,t,t,02,00200,0
23.92,u,v,f,f,0,00100,1
23.58,y,ff,f,f,0,00120,0
17.58,u,h,f,t,01,00120,0
22.92,u,v,t,f,0,00080,1
16.50,u,v,f,f,0,00132,0
36.33,y,v,t,t,01,00050,1
23.58,u,v,f,t,01,00200,0
22.17,y,ff,f,f,0,00100,0
25.25,u,v,f,f,0,00200,0
33.75,u,bb,f,f,0,00180,0
58.42,u,bb,t,t,13,00000,1
47.83,u,bb,f,f,0,00520,0
18.33,y,dd,f,f,0,00100,0
22.92,u,v,f,f,0,00000,0
18.67,u,v,t,t,02,00000,0
20.00,u,v,f,f,0,00136,0
29.67,y,v,f,f,0,00240,0
29.58,y,v,f,f,0,00280,0
31.25,u,ff,f,t,01,00096,0
27.83,u,v,f,t,01,00100,0
22.58,y,v,f,f,0,00120,0
28.92,u,v,f,f,0,00220,0
39.58,u,v,t,t,06,00070,1
23.08,u,v,t,t,09,00056,1
22.50,u,v,f,f,0,00144,0
27.67,u,v,t,f,0,00368,0
28.25,u,v,t,t,02,00420,1
23.58,y,v,t,t,06,00208,0
36.17,y,v,f,f,0,00309,0
40.25,u,z,t,t,11,00000,1
29.42,u,v,f,f,0,00200,0
21.92,y,v,t,t,01,00840,1
22.50,y,v,f,f,0,00000,0
24.50,u,h,t,f,0,00280,1
31.00,u,v,f,f,0,00300,0
49.00,u,j,t,f,0,00100,0
25.83,u,v,f,f,0,00000,0
41.00,y,h,t,t,23,00455,1
58.33,u,v,t,t,14,00000,1
50.25,u,v,f,f,0,00240,0
30.50,u,bb,t,t,07,00000,1
30.08,y,bb,t,t,10,00132,0
34.75,u,n,t,t,09,00000,1
22.67,u,v,f,f,0,00144,0
15.83,u,v,f,t,01,00000,0
48.17,u,o,f,f,0,00000,0
22.08,u,v,f,f,0,00180,0
41.58,u,v,t,f,0,00160,0
39.08,u,v,f,f,0,00480,0
16.00,u,v,f,t,02,00320,0
29.58,u,v,f,t,01,00460,0
56.75,u,v,t,t,04,00200,1
25.67,y,v,f,f,0,00160,0
59.50,u,v,t,t,05,00060,1
19.58,y,v,f,t,01,02000,0
48.17,u,v,t,f,0,00230,1
16.92,u,v,f,t,06,00240,0
34.08,y,bb,t,t,01,00280,1
42.75,u,bb,t,f,0,00000,0
28.08,y,z,t,f,0,00000,1
30.17,y,v,f,f,0,00170,0
65.42,u,z,t,t,07,00022,1
