CYSB_ECOLI,0.29,0.37,0.48,0.50,0.48,0.44,0.52,0
MALQ_ECOLI,0.52,0.36,0.48,0.50,0.41,0.28,0.38,0
DAPD_ECOLI,0.21,0.51,0.48,0.50,0.50,0.32,0.41,0
ACEK_ECOLI,0.56,0.40,0.48,0.50,0.49,0.37,0.46,0
TSX_ECOLI,0.68,0.76,0.48,0.50,0.84,0.45,0.27,1
SYK1_ECOLI,0.24,0.41,0.48,0.50,0.49,0.23,0.34,0
ACEA_ECOLI,0.07,0.40,0.48,0.50,0.54,0.35,0.44,0
ALKH_ECOLI,0.67,0.39,0.48,0.50,0.36,0.38,0.46,0
CHEZ_ECOLI,0.41,0.57,0.48,0.50,0.39,0.21,0.32,0
DHG_ECOLI,0.84,0.44,0.48,0.50,0.48,0.71,0.74,1
CRL_ECOLI,0.40,0.45,0.48,0.50,0.38,0.22,0.00,0
PHOE_ECOLI,0.74,0.78,0.48,0.50,0.75,0.54,0.15,1
YCEE_ECOLI,0.52,0.54,0.48,0.50,0.62,0.76,0.79,1
ILVY_ECOLI,0.23,0.58,0.48,0.50,0.37,0.53,0.59,0
NFRA_ECOLI,0.61,0.75,0.48,0.50,0.51,0.33,0.33,1
CHEB_ECOLI,0.34,0.45,0.48,0.50,0.38,0.24,0.35,0
TOLA_ECOLI,0.61,0.47,0.48,0.50,0.00,0.80,0.32,1
AAT_ECOLI,0.49,0.29,0.48,0.50,0.56,0.24,0.35,0
BTUR_ECOLI,0.25,0.48,0.48,0.50,0.44,0.17,0.29,0
OPPA_ECOLI,0.69,0.80,0.48,0.50,0.46,0.57,0.26,1
KEFC_ECOLI,0.63,0.42,0.48,0.50,0.48,0.77,0.80,1
OSMY_ECOLI,0.64,0.66,0.48,0.50,0.41,0.39,0.20,1
PTCA_ECOLI,0.50,0.51,0.48,0.50,0.27,0.23,0.34,0
FEPD_ECOLI,0.84,0.49,0.48,0.50,0.55,0.78,0.74,1
CODB_ECOLI,0.29,0.47,0.48,0.50,0.71,0.65,0.69,1
GLTP_ECOLI,0.74,0.44,0.48,0.50,0.55,0.88,0.89,1
GLNA_ECOLI,0.28,0.38,0.48,0.50,0.50,0.33,0.42,0
LACY_ECOLI,0.71,0.40,0.48,0.50,0.71,0.70,0.74,1
FRDD_ECOLI,0.64,0.58,0.48,0.50,0.48,0.78,0.73,1
SYM_ECOLI,0.61,0.36,0.48,0.50,0.49,0.35,0.44,0
OTC1_ECOLI,0.42,0.30,0.48,0.50,0.48,0.26,0.36,0
NIRD_ECOLI,0.44,0.42,0.48,0.50,0.42,0.25,0.20,0
PTFA_ECOLI,0.34,0.46,0.48,0.50,0.52,0.35,0.44,0
ECPD_ECOLI,0.64,0.72,0.48,0.50,0.49,0.42,0.19,1
CYOA_ECOLI,0.70,0.39,1.00,0.50,0.51,0.82,0.84,1
PTGA_ECOLI,0.40,0.42,0.48,0.50,0.37,0.27,0.27,0
GSHR_ECOLI,0.44,0.35,0.48,0.50,0.55,0.55,0.61,0
ENVZ_ECOLI,0.72,0.46,0.48,0.50,0.51,0.66,0.70,1
OMPA_ECOLI,0.74,0.90,0.48,0.50,0.57,0.53,0.29,1
FEPA_ECOLI,0.64,0.57,0.48,0.50,0.70,0.33,0.26,1
PNP_ECOLI,0.36,0.56,0.48,0.50,0.43,0.45,0.53,0
CYOB_ECOLI,0.59,0.29,0.48,0.50,0.64,0.75,0.77,1
CHEY_ECOLI,0.23,0.40,0.48,0.50,0.39,0.28,0.38,0
MTR_ECOLI,0.74,0.70,0.48,0.50,0.66,0.65,0.69,1
OMPT_ECOLI,0.63,0.49,0.48,0.50,0.79,0.45,0.28,1
ARAC_ECOLI,0.42,0.40,0.48,0.50,0.56,0.18,0.30,0
ATKB_ECOLI,0.46,0.61,0.48,0.50,0.48,0.86,0.87,1
IPYR_ECOLI,0.47,0.47,0.48,0.50,0.22,0.16,0.26,0
PPA_ECOLI,0.69,0.59,0.48,0.50,0.46,0.44,0.52,1
SYS_ECOLI,0.23,0.34,0.48,0.50,0.43,0.26,0.37,0
TOLC_ECOLI,0.71,0.71,0.48,0.50,0.68,0.43,0.36,1
PTFB_ECOLI,0.37,0.47,0.48,0.50,0.39,0.76,0.79,1
PA1_ECOLI,0.68,0.63,0.48,0.50,0.73,0.40,0.30,1
KDGL_ECOLI,0.33,0.45,0.48,0.50,0.45,0.88,0.89,1
G3P1_ECOLI,0.38,0.46,0.48,0.50,0.48,0.22,0.29,0
PTOA_ECOLI,0.35,0.51,0.48,0.50,0.61,0.71,0.74,1
TESA_ECOLI,0.69,0.66,0.48,0.50,0.41,0.50,0.25,1
FRDC_ECOLI,0.33,0.56,0.48,0.50,0.33,0.78,0.80,1
TNAB_ECOLI,0.68,0.51,0.48,0.50,0.71,0.75,0.78,1
ARAF_ECOLI,0.66,0.86,0.48,0.50,0.34,0.41,0.36,1
NHAR_ECOLI,0.37,0.50,0.48,0.50,0.42,0.36,0.45,0
GLPQ_ECOLI,0.63,0.83,0.48,0.50,0.40,0.39,0.19,1
DPPA_ECOLI,0.57,0.59,0.48,0.50,0.39,0.47,0.33,1
PNTA_ECOLI,0.33,0.37,0.48,0.50,0.46,0.65,0.69,1
AMPD_ECOLI,0.29,0.28,0.48,0.50,0.44,0.23,0.34,0
MODA_ECOLI,0.63,0.65,0.48,0.50,0.39,0.44,0.35,1
RNB_ECOLI,0.24,0.34,0.48,0.50,0.38,0.30,0.40,0
