48.17,u,v,t,f,0,00230,1
19.17,y,v,t,f,0,00160,0
29.25,u,h,f,f,0,00228,0
28.92,u,v,f,f,0,00220,0
50.08,u,v,t,t,03,00156,1
24.83,u,v,f,f,0,00360,0
24.50,y,ff,t,t,03,00180,0
43.17,u,bb,f,f,0,00141,0
23.25,u,v,t,t,10,00120,1
22.67,y,h,t,f,0,00000,1
26.17,u,j,f,f,0,00276,0
25.42,u,v,f,t,01,00272,0
41.33,u,bb,t,f,0,00000,1
20.50,u,h,t,f,0,00340,1
30.75,u,v,f,f,0,00000,0
57.42,u,h,t,t,03,00000,1
22.08,u,h,f,f,0,00128,1
28.08,y,z,t,f,0,00000,1
19.00,y,ff,f,t,04,00045,0
23.42,u,v,f,f,0,00280,0
41.17,u,v,t,t,03,00145,1
40.92,y,h,t,f,0,00176,0
22.67,u,v,f,f,0,00160,0
22.50,y,v,f,f,0,00200,0
34.00,y,bb,f,f,0,00480,0
21.50,u,v,t,f,0,00140,0
38.92,u,v,f,f,0,00300,0
25.00,u,h,t,t,06,00400,1
26.25,u,v,f,f,0,00100,0
25.25,y,ff,f,t,01,00200,0
26.75,u,v,f,f,0,00080,0
30.50,u,bb,t,t,07,00000,1
22.75,u,v,f,f,0,00220,0
28.25,u,v,t,t,03,00396,1
23.00,u,j,f,t,01,00200,0
33.67,u,v,f,f,0,00120,0
27.25,u,h,t,t,12,00583,1
48.17,u,o,f,f,0,00000,0
23.17,u,h,t,t,01,00100,1
31.92,u,ff,f,t,02,00200,0
42.75,u,bb,t,f,0,00000,0
24.08,u,v,f,f,0,00000,0
48.75,y,ff,t,f,0,00000,0
22.17,u,v,f,t,02,00180,0
22.25,y,ff,f,f,0,00280,0
15.17,u,v,f,f,0,00600,0
24.92,u,ff,t,f,0,00080,0
20.17,u,v,t,t,14,00060,1
38.25,y,v,f,f,0,00160,0
20.33,u,h,t,t,04,00050,1
43.17,u,bb,t,f,0,00560,0
26.75,u,h,t,f,0,00000,1
51.83,y,ff,f,f,0,00120,0
34.08,u,v,t,f,0,00443,0
22.67,u,h,t,f,0,00100,1
22.75,u,v,t,t,07,00100,1
32.33,u,v,f,f,0,00232,0
28.75,u,v,t,t,01,00371,1
47.67,u,bb,t,t,12,00410,1
28.58,u,bb,t,f,0,00171,0
34.83,y,v,f,f,0,00200,0
25.00,u,v,t,f,0,00020,1
33.58,y,v,f,f,0,00180,0
49.17,u,ff,f,f,0,00200,0
67.75,u,z,t,t,01,00000,1
31.42,u,v,t,f,0,00120,0
23.75,u,v,f,t,01,00240,0
32.75,u,h,f,f,0,00292,0
19.42,y,v,t,f,0,00100,0
20.00,u,v,f,f,0,00000,0
37.50,u,v,f,f,0,00120,0
21.17,y,h,f,f,0,00280,0
42.50,y,v,t,f,0,00052,1
44.83,y,v,f,f,0,00160,0
23.00,u,v,f,f,0,00320,0
33.50,u,h,t,t,04,00253,1
27.58,y,h,f,t,02,00369,0
19.58,u,ff,f,t,03,00350,0
25.17,u,v,f,t,01,00000,0
23.08,u,v,t,t,09,00056,1
19.33,u,bb,f,t,02,00200,0
34.17,u,v,t,t,12,00000,1
25.58,u,h,f,f,0,00340,0
28.00,u,h,t,t,02,00181,1
16.33,u,h,f,f,0,00120,0
39.00,u,v,t,t,10,00000,1
41.33,u,bb,t,f,0,00000,1
38.58,u,v,t,t,14,00383,1
22.58,u,v,t,t,05,00000,1
28.00,u,v,f,f,0,00300,0
16.33,u,v,f,f,0,00200,0
34.25,u,h,t,f,0,00000,1
22.50,y,v,t,f,0,00268,0
33.92,y,ff,t,f,0,00320,0
36.33,y,v,t,t,01,00050,1
40.92,u,ff,t,f,0,00130,0
26.17,u,bb,t,f,0,00000,1
35.00,u,h,f,f,0,00000,0
23.58,y,v,t,t,06,00208,0
54.42,y,h,t,f,0,00180,1
52.42,u,v,f,f,0,00000,0
26.92,u,h,t,t,02,00000,1
32.17,u,v,t,t,16,00120,1
37.33,u,h,f,f,0,00260,0
32.42,u,v,f,f,0,00120,0
30.17,y,v,f,f,0,00170,0
49.58,u,ff,t,t,01,00094,0
27.67,u,v,f,f,0,00180,0
27.67,u,h,f,f,0,00220,0
43.25,u,h,t,t,11,00080,1
34.00,u,v,t,f,0,00240,0
17.42,u,v,f,f,0,00060,0
18.17,u,n,f,t,02,00160,0
21.75,u,v,f,f,0,00180,0
28.50,u,v,t,t,02,00167,0
21.67,y,v,t,t,01,00180,0
32.67,y,h,t,f,0,00154,1
30.25,u,v,f,f,0,00100,0
20.75,u,v,t,t,02,00049,1
36.17,u,v,f,f,0,00320,0
36.00,u,v,t,t,11,00000,1
31.25,u,ff,f,t,05,00176,0
27.83,y,h,f,f,0,00176,0
54.58,u,ff,t,t,11,00030,1
29.17,u,v,t,t,03,00329,0
34.75,u,n,t,t,09,00000,1
19.42,u,h,t,t,07,00080,1
36.33,u,v,t,f,0,00200,0
29.67,u,h,t,t,01,00240,1
19.17,y,bb,f,f,0,00500,1
