28.75,u,v,t,t,01,00371,1
22.42,u,v,t,t,07,00129,1
47.42,u,v,t,t,02,00519,1
52.33,y,h,t,f,0,00200,0
27.83,y,h,t,t,02,00075,0
52.50,u,h,f,f,0,00000,0
55.92,u,ff,t,t,05,00000,1
33.25,y,v,f,f,0,00180,0
53.92,u,v,t,t,05,00000,1
29.92,u,h,t,f,0,00260,1
25.08,y,v,t,f,0,00370,1
26.17,u,bb,t,f,0,00000,1
19.17,y,v,t,f,0,00160,0
25.42,u,v,f,t,01,00272,0
31.92,u,h,t,t,03,00311,1
39.50,u,bb,t,t,16,00117,1
28.25,u,v,t,t,03,00396,1
33.08,u,v,f,f,0,00000,0
34.75,u,n,t,t,09,00000,1
17.67,y,ff,f,f,0,00086,0
33.17,u,v,t,t,07,00340,1
30.58,u,h,f,t,12,00129,0
44.00,u,v,t,t,02,00000,1
22.17,u,v,f,f,0,00160,0
51.83,y,ff,f,f,0,00120,0
35.00,u,h,f,f,0,00000,0
20.83,u,v,t,f,0,00100,1
20.83,u,v,f,f,0,00000,0
30.08,y,bb,t,t,10,00132,0
69.50,u,ff,f,f,0,00000,0
19.50,u,v,f,f,0,00080,0
28.67,u,v,f,f,0,00000,0
59.50,u,v,t,t,05,00060,1
63.33,u,v,t,t,03,00180,0
29.50,u,v,f,t,01,00340,0
23.75,y,v,f,t,02,00128,0
31.08,y,v,f,f,0,00160,0
15.83,u,v,f,t,01,00000,0
48.50,u,v,t,f,0,00225,1
27.25,u,h,t,t,09,00399,1
28.00,u,h,t,t,02,00181,1
32.33,u,bb,t,f,0,00420,0
29.25,u,h,f,f,0,00228,0
18.17,u,n,f,t,02,00160,0
31.25,u,ff,f,t,05,00176,0
21.92,u,v,f,f,0,00360,0
45.83,u,v,t,t,07,00000,1
37.50,y,bb,t,f,0,00164,0
23.92,u,v,f,f,0,00100,1
36.50,u,v,f,f,0,00454,0
24.42,u,h,t,f,0,00120,1
18.50,u,v,t,t,02,00120,1
28.67,u,v,t,t,05,00300,1
48.17,u,v,t,f,0,00230,1
58.67,u,h,t,t,06,00043,1
39.00,u,v,t,t,10,00000,1
31.42,u,v,t,f,0,00120,0
27.58,y,h,f,t,02,00369,0
24.50,y,v,f,f,0,00132,0
35.17,u,v,t,t,07,00150,1
18.58,u,ff,f,f,0,00080,0
29.58,y,v,f,f,0,00280,0
32.33,u,v,f,f,0,00232,0
27.67,u,h,t,t,04,00140,1
19.58,u,v,f,f,0,00220,0
31.00,u,v,f,f,0,00300,0
20.83,y,dd,f,f,0,00260,0
23.00,u,h,t,t,02,00300,1
25.33,u,h,t,f,0,00360,0
44.25,y,v,t,f,0,00000,0
38.33,u,v,f,f,0,00160,0
27.58,u,v,f,t,01,00280,0
22.67,u,v,f,f,0,00144,0
42.00,u,h,t,t,08,00000,1
33.08,u,h,t,t,02,00000,1
28.25,y,bb,t,t,08,00144,1
48.75,y,ff,t,f,0,00000,0
21.08,y,h,f,f,0,00260,0
54.58,u,ff,t,t,11,00030,1
22.75,u,v,f,f,0,00220,0
23.33,u,h,t,f,0,00422,1
32.08,u,v,t,f,0,00360,1
48.17,u,h,t,t,12,00000,1
23.25,u,v,f,t,02,00000,0
28.17,y,v,f,f,0,00216,0
22.42,y,h,t,t,04,00000,1
16.33,u,v,f,t,01,00080,0
20.17,u,v,t,t,14,00060,1
50.75,u,ff,f,f,0,00145,0
41.92,u,h,t,t,06,00220,1
26.75,u,v,f,f,0,00080,0
39.92,y,v,t,t,03,00200,1
49.58,u,ff,t,t,01,00094,0
20.08,u,v,f,f,0,00200,0
39.25,u,v,t,t,14,00240,1
21.00,y,v,t,t,01,00080,1
24.50,y,v,f,f,0,00120,0
18.00,u,n,f,f,0,00200,1
28.42,u,v,t,f,0,00280,1
38.17,u,v,t,t,06,00520,1
47.67,u,bb,t,t,12,00410,1
32.75,u,h,t,t,03,00000,1
37.75,u,h,t,t,07,00300,0
25.75,u,h,t,f,0,00491,1
28.08,y,z,t,f,0,00000,1
15.92,u,v,f,f,0,00120,0
19.58,u,ff,f,t,03,00350,0
47.67,u,bb,t,t,20,00000,1
44.17,u,v,t,t,03,00000,1
43.17,u,bb,f,f,0,00141,0
58.33,u,v,t,t,14,00000,1
41.58,u,v,f,f,0,00240,0
39.58,u,v,t,t,06,00070,1
41.50,u,bb,f,f,0,00216,1
36.75,u,ff,f,f,0,00160,0
23.08,u,ff,f,f,0,00100,0
47.25,u,h,t,t,01,00333,1
21.33,u,v,t,t,01,00080,1
34.17,u,v,t,t,12,00000,1
25.92,u,v,f,t,02,00174,0
24.75,u,h,f,f,0,00280,0
25.75,u,bb,t,f,0,00349,1
20.08,u,v,f,f,0,00000,0
76.75,u,z,t,t,01,00000,1
37.17,u,bb,t,f,0,00280,0
21.08,y,ff,f,f,0,00000,0
41.33,u,bb,t,f,0,00000,1
24.75,u,v,t,t,12,00120,1
56.58,u,bb,t,t,17,00000,1
34.92,u,h,t,t,06,00000,1
