0.883495,1.88307,0.587112,4.84008,1.13409,0.818182,0.00816055,99.4618,27.3746,0.102548,4.44263,1
0.815789,1.39437,0.627476,159.245,1.31844,1.69231,0.010025,151.562,30.0018,0.125977,3.71136,0
1.08163,1.87517,0.670154,74.7879,1.92412,1.11905,0.00331363,151.888,53.5188,0.0416404,0.989928,0
1.23301,1.1844,0.624494,111.363,1.51917,0,0.00618685,143.444,37.7661,0.0777462,2.87051,1
0.991736,1.08828,0.62593,144.359,1.13855,1.73077,0.00664879,138.42,36.0286,0.0835511,2.49816,1
0.923729,1.11481,0.576077,171.725,1.08112,0,0.00820719,129.643,31.3428,0.103135,3.16292,0
1.16667,0.823696,0.512077,118.596,1.13998,0.42,0.00608398,149.366,38.9936,0.0764535,2.05257,0
1.12745,1.67884,0.552302,108.807,1.41652,1.13333,0.00739405,126.171,32.537,0.0929164,3.66254,1
1.09302,1.69077,0.597971,93.6262,1.08705,0.88,0.012954,122.093,24.2046,0.162785,5.56269,0
0.744898,1.87396,0.522505,177.647,1.3581,0.793103,0.0166302,130.797,21.3409,0.208981,7.22962,0
1.00781,1.74288,0.608073,42.251,1.40858,1.7,0.00635076,181.688,42.2851,0.079806,2.13134,0
0.983607,1.64058,0.586612,46.3166,1.84011,0.822222,0.00534781,119.028,37.2942,0.0672026,2.39409,0
0.797101,2.20225,0.476318,166.171,2.38333,0,0.00550083,91.5966,32.2596,0.0691255,3.15864,0
1.59,1.65885,0.581918,87.4787,1.6659,1.64706,0.00531056,162.965,42.3029,0.0667345,2.47901,0
1.09804,1.1238,0.619835,56.0544,1.49489,1.2069,0.00830604,130.721,31.0962,0.104377,3.36775,1
1.44554,1.13724,0.516343,100.918,1.63282,1.2,0.00717631,117.833,32.0305,0.0901802,2.86036,1
1.27778,1.50795,0.553409,103.653,1.24632,1.96552,0.00780669,154.571,34.9601,0.0981018,2.81266,0
1.27826,1.04493,0.604614,119.408,1.47011,0,0.00603464,186.147,43.6676,0.0758335,2.10434,1
1.17172,1.22228,0.449756,48.7998,2.50239,1.44,0.0115904,89.6337,21.9354,0.14565,4.4573,1
0.803797,1.53049,0.614323,161.027,1.23785,0.754098,0.00491383,184.985,48.2017,0.061749,1.56573,1
1.05102,1.58085,0.649148,67.4115,1.14656,0,0.00762631,117.003,30.9641,0.095835,3.34724,1
0.991597,1.11207,0.636768,141.068,1.13843,0.892857,0.00644707,137.357,36.027,0.0810162,2.53095,1
1.34694,0.859379,0.66141,100.534,1.4112,1.02703,0.00601758,138.961,37.9526,0.0756192,2.56553,1
0.89726,1.01817,0.62483,0.176208,1.11248,0.692308,0.00521097,152.503,42.736,0.065483,1.61712,1
0.939597,1.33397,0.662272,148.879,1.0851,0,0.00434668,187.204,51.8819,0.054622,1.28814,0
1.0495,1.51405,0.606342,52.3507,1.31142,0,0.00821428,129.485,31.3825,0.103224,3.741,1
0.942623,1.25395,0.61005,150,1.07087,0,0.00759409,181.4,38.6124,0.0954302,2.6814,1
1.04301,1.09134,0.623434,79.9762,1.08,1.2069,0.00928689,103.069,25.9714,0.116702,4.59489,0
1.31481,1.04517,0.567032,86.3356,1.21808,1.09091,0.00712234,177.278,39.1657,0.089502,2.6024,1
0.920792,1.63786,0.517726,138.919,1.64107,0,0.00727773,89.2729,27.6456,0.0914547,3.41477,0
1.03448,1.10705,0.410955,55.3164,2.36657,0.487179,0.00878669,112.919,28.1625,0.110417,4.4018,1
0.786885,1.14978,0.698173,171.702,1.33702,0,0.00808583,125.108,31.0705,0.10161,2.88722,1
0.692857,1.36142,0.58137,163.615,1.60317,0.590909,0.00743817,117.275,31.3056,0.0934708,2.80997,1
0.814159,1.9429,0.56868,7.29976,1.24327,0.842105,0.00842817,105.225,27.7164,0.105912,4.14694,0
0.822222,1.80646,0.42993,34.0133,2.42654,0.595745,0.00801595,93.1626,26.9448,0.100731,3.76401,1
1.26786,0.992721,0.602207,119.162,1.67661,0,0.00633294,170.364,40.8538,0.0795821,2.31288,1
0.892857,1.25078,0.610314,31.5414,1.46038,0.630137,0.00584133,164.895,41.6532,0.0734043,1.90922,0
1.18333,0.799339,0.534507,122.499,1.27565,0,0.00569842,114.334,35.3369,0.0716084,2.37044,0
0.695402,1.77972,0.476085,27.5503,2.35281,0.661017,0.006341,140.812,36.644,0.0796834,2.12049,0
0.962963,1.09118,0.663773,145.853,1.08182,1.1,0.00916363,192.944,36.2747,0.115154,3.2215,1
0.6,1.44128,0.528736,23.0782,2.34925,0.469697,0.0107855,167.061,30.0739,0.135535,3.72303,1
