56.58,u,bb,t,t,17,00000,1
31.00,u,v,f,f,0,00300,0
51.42,u,h,t,f,0,00000,1
27.42,u,h,t,t,01,00120,1
18.33,y,dd,f,f,0,00100,0
20.75,u,v,t,t,02,00049,1
25.00,y,v,t,f,0,00120,0
22.67,y,h,t,f,0,00000,1
29.25,u,h,f,f,0,00228,0
40.92,u,ff,t,f,0,00130,0
29.58,u,v,t,t,02,00330,1
37.33,u,v,f,f,0,00000,0
35.17,u,h,t,t,01,00515,1
52.50,u,h,f,f,0,00000,0
21.75,y,j,f,f,0,00160,0
28.75,y,v,t,f,0,00000,0
27.58,y,h,f,t,02,00369,0
27.67,u,v,t,f,0,00487,1
28.00,u,h,t,t,02,00181,1
28.00,u,v,f,f,0,00300,0
19.17,u,v,t,f,0,00120,1
23.00,y,v,t,f,0,00180,0
36.67,u,h,t,f,0,00102,1
48.75,u,h,t,t,09,00181,1
46.00,u,j,t,f,0,00100,1
22.08,u,h,f,f,0,00128,1
20.75,y,v,f,f,0,00140,0
22.67,u,h,t,f,0,00100,1
47.67,u,bb,t,t,20,00000,1
16.00,u,v,f,t,01,00000,0
22.08,u,v,f,f,0,00100,0
31.75,y,j,f,f,0,00160,0
20.67,u,v,t,t,01,00160,0
20.42,u,v,t,t,01,00100,1
28.50,u,v,t,t,02,00167,0
27.00,u,h,t,t,03,00312,1
36.58,u,ff,f,t,10,00200,0
28.25,u,v,t,t,03,00396,1
21.83,u,v,t,t,06,00121,1
39.92,y,v,t,t,03,00200,1
25.00,u,v,t,t,02,00120,0
45.00,u,h,t,t,01,00088,1
19.33,u,v,t,f,0,00060,1
16.25,y,v,f,f,0,00060,0
22.50,y,v,f,f,0,00000,0
44.33,u,h,t,f,0,00320,1
23.17,u,h,t,t,01,00100,1
21.83,u,v,f,f,0,00356,0
24.75,u,h,t,t,19,00000,1
21.58,y,v,f,f,0,00160,0
38.92,u,v,f,f,0,00000,0
41.00,y,h,t,t,23,00455,1
48.08,u,bb,f,f,0,00100,0
26.92,u,bb,f,f,0,00640,0
28.58,u,v,f,f,0,00100,0
39.58,u,ff,f,t,02,00017,0
31.25,u,ff,f,t,05,00176,0
39.42,y,v,f,f,0,00400,0
16.33,u,h,f,f,0,00120,0
39.33,u,h,t,t,14,00399,1
27.58,u,v,f,t,01,00280,0
32.42,y,ff,f,f,0,00120,0
28.17,y,v,f,f,0,00216,0
54.58,u,ff,t,t,11,00030,1
38.25,u,v,t,f,0,00000,1
16.25,u,v,t,f,0,00200,0
52.50,u,v,t,t,15,00000,1
19.42,y,v,t,f,0,00100,0
34.92,u,v,t,f,0,00239,1
43.17,u,bb,t,f,0,00560,0
20.25,u,dd,t,f,0,00000,1
28.42,u,v,t,f,0,00280,1
38.67,u,v,t,f,0,00280,1
24.58,u,v,t,f,0,00260,0
18.08,y,v,f,f,0,00140,0
30.75,u,v,f,f,0,00000,0
23.00,u,v,f,f,0,00320,0
27.17,u,ff,f,t,01,00092,0
56.42,y,v,t,t,40,00000,1
18.50,u,v,t,t,02,00120,1
22.42,u,v,t,t,07,00129,1
18.83,y,ff,f,f,0,00180,0
22.83,u,v,t,t,01,00260,1
18.42,y,v,t,f,0,00120,0
24.42,u,dd,f,t,02,00320,0
58.58,u,v,f,f,0,00320,0
17.92,u,v,f,t,01,00080,0
21.25,u,bb,t,t,04,00080,1
24.50,u,h,t,f,0,00280,1
31.25,u,ff,f,t,01,00096,0
34.17,u,v,t,t,12,00000,1
26.83,u,ff,f,f,0,00100,0
24.42,u,h,t,f,0,00120,1
58.33,u,v,t,t,14,00000,1
40.58,u,bb,f,f,0,00300,0
28.67,u,v,f,f,0,00000,0
26.67,u,bb,f,f,0,00178,0
31.58,y,v,f,f,0,00320,0
31.92,u,h,t,t,03,00311,1
21.50,u,v,t,t,03,00080,1
26.67,u,v,t,t,01,00120,1
33.75,u,bb,f,f,0,00180,0
17.58,u,v,t,f,0,00000,1
62.75,u,z,f,f,0,00000,0
40.58,u,v,f,f,0,00400,0
58.42,u,bb,t,t,13,00000,1
49.58,u,ff,t,t,01,00094,0
34.17,u,v,f,f,0,00290,1
23.92,u,v,f,f,0,00100,1
27.67,u,h,f,f,0,00220,0
33.58,y,v,f,f,0,00180,0
18.25,u,v,f,f,0,00280,0
28.58,u,bb,t,f,0,00171,0
28.25,y,bb,t,t,08,00144,1
39.08,u,v,f,f,0,00480,0
24.33,y,v,t,f,0,00100,1
27.25,u,h,t,t,12,00583,1
52.17,y,ff,f,f,0,00000,0
27.75,y,v,t,t,02,00260,1
31.42,u,v,t,f,0,00120,0
22.08,u,v,t,f,0,00100,1
34.00,y,v,f,f,0,00060,0
22.67,u,v,f,t,01,00400,0
36.50,u,v,f,f,0,00454,0
32.00,u,v,f,f,0,00272,0
19.67,y,h,t,f,0,00140,0
23.42,y,v,t,t,02,00080,1
17.92,u,v,f,f,0,00280,0
16.92,u,v,f,t,06,00240,0
40.58,u,v,t,t,07,00000,1
