2,7.66745,0.632463,0.541667,2.20408,1.72365,2.82612,0.976471,0.870588,0,822,0,110,0,76,504,1,0,3526,1680,1834,0,1013,1119,17,0,5072,3700,990,810,511,0,417,354,4905,0,473,0,71,0,114,0,139,0,5,0,4,0,0,0,843,0,91,0,0,0,0,0,1144,0,35,0,0,0,0,0,1865,0,0,0,0,0,0,0,6,0,0,0,19,0,87,0,12,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5.84107,0.668524,0.157647,2.26385,1.73537,3.20945,0.862745,0.517647,3812,2116,0,770,0,316,0,153,1654,2917,3362,147,3089,62,1336,19,587,3486,0,278,0,165,0,457,918,3208,0,2,0,0,0,0,0,153,0,1,0,1,0,0,0,1086,0,12,0,0,0,0,0,996,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.37513,0.430861,0.226865,2.26385,1.7415,3.92373,0.780392,0.54902,2550,4584,553,505,805,472,479,692,1884,5272,478,580,0,304,1068,2,355,5343,0,73,0,0,0,0,774,4079,0,0,0,0,0,0,0,101,0,34,0,0,0,0,0,323,0,46,0,0,0,0,0,364,0,5,0,0,0,0,0,467,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,81,0,2,0,0,0,0,0,52,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5.33443,0.440431,0.173134,2.23299,1.73537,4.73231,0.588235,0.682353,4742,2035,0,18,0,0,0,109,0,1850,0,0,0,0,0,11,0,1999,0,8,0,24,0,4,0,2216,0,40,0,1,0,0,0,1161,0,32,0,0,0,0,410,2231,0,18,0,0,0,0,838,2028,0,0,0,0,0,0,531,2326,0,0,0,0,0,0,0,567,618,335,0,647,1157,67,0,1448,0,1281,1339,190,1015,216,0,616,0,59,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3.53336,0.703171,0.204725,2.29688,1.72942,3.36792,0.737255,0.478431,3755,3116,373,1515,0,668,0,72,3058,3828,1784,432,1003,351,1261,0,1314,4349,0,32,0,1,0,39,0,4058,0,42,0,0,0,0,0,147,0,34,0,0,0,0,0,302,0,16,0,0,0,0,0,252,0,2,0,0,0,0,0,248,0,0,0,0,0,0,0,49,0,73,0,0,0,0,0,154,0,18,0,0,0,0,0,40,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.21987,0.718861,0.2,0,1.73537,4.12236,0.52549,0.490196,5370,3007,0,199,0,121,0,71,0,5441,0,84,0,0,0,0,0,4846,0,3,0,0,0,0,0,5397,0,0,0,0,0,0,0,310,0,208,0,71,0,0,0,1143,0,69,0,0,0,0,0,797,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,396,442,484,1035,494,0,105,0,455,0,95,0,245,0,79,0,294,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4.61565,0.838812,0.175772,2.29688,1.72942,3.36792,0.811765,0.447059,3888,3931,478,1176,873,250,0,89,585,4634,852,1080,1704,288,716,97,0,4328,0,351,0,90,0,134,358,3599,0,48,0,0,0,0,0,345,0,139,0,0,0,0,0,780,0,65,0,0,0,0,0,571,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,108,0,11,0,0,0,0,0,150,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5.76959,0.740654,0.12156,2.26385,1.72942,3.36792,0.843137,0.960784,4434,4156,0,291,0,900,2091,33,0,2412,0,75,0,36,0,63,0,2553,0,13,0,1,0,0,0,2871,0,0,0,0,0,0,0,889,0,446,0,387,0,50,0,1264,0,158,0,1,0,0,0,703,0,9,0,0,0,0,0,656,0,0,0,0,0,0,0,585,495,1409,870,825,0,174,0,969,0,1493,0,363,0,79,0,346,0,102,0,11,0,6,0,164,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,8.7804,0.761556,0.181347,2.20408,1.72942,3.36792,0.788235,0.4,8850,1035,469,694,786,328,0,582,405,3362,762,620,1114,414,2749,3,415,3068,0,7,0,0,0,0,0,3150,0,0,0,0,0,0,0,334,0,37,0,26,0,0,0,629,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,191,0,8,0,0,0,0,0,229,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8.54812,0.640673,0.274576,2.20408,1.7415,3.44859,0.835294,0.517647,12592,998,0,151,0,488,2260,0,0,755,0,6,0,0,0,77,0,903,0,0,0,0,0,0,0,1265,0,0,0,0,0,0,0,616,0,275,0,265,0,0,0,1777,0,93,0,1,0,0,0,1817,0,2,0,0,0,0,0,1629,0,0,0,0,0,0,0,431,0,1065,679,597,0,138,0,1071,387,703,0,264,0,0,0,726,0,56,0,0,0,0,0,312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
